name,smiles,p_crbn_glue,error
cand_1244,O=C1CCC(N2Cc3ccc([N+](=O)[O-])c(C(F)(F)F)c3C2=O)C(=O)N1,0.895,
cand_1245,CNc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1246,O=C1CCC(N2Cc3c(ccc(Cl)c3Br)C2=O)C(=O)N1,0.98,
cand_1247,NS(=O)(=O)c1ccc2c(c1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1248,N#Cc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1249,Cc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1250,CN(C)c1cc(Cl)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1251,CNc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1252,O=C1CCC(N2Cc3cc(I)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.9,
cand_1253,O=C1CCC(N2C(=O)c3ccc(Br)c(I)c3C2=O)C(=O)N1,0.985,
cand_1254,O=C1CCC(N2Cc3c(O)ccc(I)c3C2=O)C(=O)N1,0.915,
cand_1255,O=C1CCC(N2Cc3c(C(=O)O)ccc(C(=O)O)c3C2=O)C(=O)N1,0.93,
cand_1256,O=C1CCC(N2Cc3cc(C(F)(F)F)cc(I)c3C2=O)C(=O)N1,0.915,
cand_1257,CN(C)c1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_1258,O=C1CCC(N2Cc3cc([N+](=O)[O-])cc(F)c3C2=O)C(=O)N1,0.88,
cand_1259,O=C1CCC(N2C(=O)c3c(Cl)ccc(I)c3C2=O)C(=O)N1,0.925,
cand_1260,NS(=O)(=O)c1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1261,CCc1ccc2c(c1CC)C(=O)N(C1CCC(=O)NC1=O)C2,0.825,
cand_1262,O=C1CCC(N2C(=O)c3cc(I)cc(F)c3C2=O)C(=O)N1,0.92,
cand_1263,COc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1264,CNc1ccc(C#N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1265,COc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1266,O=C1CCC(N2Cc3c(I)cc(Cl)cc3C2=O)C(=O)N1,0.935,
cand_1267,NC(=O)c1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.98,
cand_1268,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(Br)c3C2=O)C(=O)N1,0.94,
cand_1269,COc1c(C(N)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.86,
cand_1270,COc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1271,COc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1272,CNc1c(N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1273,COc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1274,NC(=O)c1ccc2c(c1I)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1275,Cc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1276,COc1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1277,Nc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1278,O=C1CCC(N2Cc3c(ccc(I)c3C(=O)O)C2=O)C(=O)N1,0.965,
cand_1279,CNc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1280,CNc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_1281,COc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1282,CCc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1283,CN(C)c1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_1284,NC(=O)c1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1285,O=C1CCC(N2C(=O)c3ccc(F)c(I)c3C2=O)C(=O)N1,0.955,
cand_1286,NS(=O)(=O)c1cc(-c2ccc(N3CCNCC3)cc2)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1287,Nc1c(S(N)(=O)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1288,O=C1CCC(N2Cc3c(ccc(-c4ccc(N5CCNCC5)cc4)c3C(=O)O)C2=O)C(=O)N1,0.995,
cand_1289,NC(=O)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1290,CN(C)c1ccc2c(c1C(N)=O)CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1291,COc1ccc2c(c1F)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1292,O=C1CCC(N2Cc3c(ccc(Cl)c3[N+](=O)[O-])C2=O)C(=O)N1,0.925,
cand_1293,CNc1cc(I)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1294,NC(=O)c1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1295,NS(=O)(=O)c1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_1296,CCc1cc(CC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1297,NS(=O)(=O)c1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1298,Nc1c(I)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1299,CNc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1300,Cc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1301,CNc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1302,O=C1CCC(N2Cc3c(O)cc(C(=O)O)cc3C2=O)C(=O)N1,0.935,
cand_1303,NC(=O)c1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1304,Cc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1305,Cc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1306,Cc1c(I)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1307,CNc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_1308,COc1cc(Cl)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1309,N#Cc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1310,NC(=O)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1311,COc1cc2c(cc1O)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1312,CCc1ccc(NC)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.825,
cand_1313,N#Cc1c(Br)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1314,Nc1ccc(S(N)(=O)=O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1315,O=C1CCC(N2Cc3cc(I)c(F)cc3C2=O)C(=O)N1,0.97,
cand_1316,Cc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1317,O=C1CCC(N2Cc3ccc(-c4ccc(N5CCNCC5)cc4)c(Br)c3C2=O)C(=O)N1,0.945,
cand_1318,O=C1CCC(N2C(=O)c3cc(Br)c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.995,
cand_1319,Cc1cc(F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1320,N#Cc1ccc(C(F)(F)F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1321,CCc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.98,
cand_1322,CN(C)c1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1323,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(O)c3C2=O)C(=O)N1,0.97,
cand_1324,CN(C)c1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1325,CN(C)c1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1326,COc1cc2c(cc1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1327,CCc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1328,COc1cc2c(cc1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1329,COc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1330,O=C1CCC(N2Cc3c(O)ccc(Br)c3C2=O)C(=O)N1,0.925,
cand_1331,N#Cc1ccc(N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1332,CN(C)c1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1333,CNc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1334,CN(C)c1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.995,
cand_1335,NC(=O)c1cc(F)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1336,Nc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1337,Nc1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1338,N#Cc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1339,O=C1CCC(N2C(=O)c3cc(F)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.885,
cand_1340,N#Cc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.97,
cand_1341,CNc1cc2c(cc1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1342,COc1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1343,CCc1cc(NC)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1344,O=C1CCC(N2Cc3c(I)cc([N+](=O)[O-])cc3C2=O)C(=O)N1,0.865,
cand_1345,O=C1CCC(N2C(=O)c3cc(C(=O)O)c(C(=O)O)cc3C2=O)C(=O)N1,0.97,
cand_1346,NS(=O)(=O)c1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_1347,N#Cc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1348,CCc1ccc2c(c1[N+](=O)[O-])CN(C1CCC(=O)NC1=O)C2=O,0.825,
cand_1349,O=C1CCC(N2Cc3ccc([N+](=O)[O-])c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.915,
cand_1350,NS(=O)(=O)c1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1351,CNc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1352,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(F)c3C2=O)C(=O)N1,0.895,
cand_1353,COc1cc2c(cc1N)CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1354,CCc1cc2c(cc1N(C)C)CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1355,CCc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.825,
cand_1356,Nc1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1357,COc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1358,Cc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1359,CN(C)c1ccc(Br)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1360,O=C1CCC(N2Cc3cc(F)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.985,
cand_1361,CCc1ccc(O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.825,
cand_1362,O=C1CCC(N2Cc3c(Cl)cc(C(=O)O)cc3C2=O)C(=O)N1,0.92,
cand_1363,O=C1CCC(N2C(=O)c3ccc(F)c(F)c3C2=O)C(=O)N1,0.965,
cand_1364,N#Cc1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1365,N#Cc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1366,CN(C)c1c(C(N)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1367,CCc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.86,
cand_1368,Nc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1369,CN(C)c1cc(C(=O)O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1370,N#Cc1cc2c(cc1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1371,Nc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1372,O=C1CCC(N2C(=O)c3cc(Br)cc(C(=O)O)c3C2=O)C(=O)N1,0.95,
cand_1373,CNc1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_1374,Nc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1375,Cc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1376,CCc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)CN(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1377,NC(=O)c1cc(Br)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1378,N#Cc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1379,CCc1cc2c(cc1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1380,Cc1c(C#N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1381,N#Cc1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_1382,CN(C)c1c(F)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.99,
cand_1383,CN(C)c1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1384,NC(=O)c1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1385,COc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1386,CCc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.82,
cand_1387,CNc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1388,CN(C)c1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1389,Nc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1390,O=C1CCC(N2C(=O)c3ccc(O)c(I)c3C2=O)C(=O)N1,0.995,
cand_1391,Cc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1392,CCc1cc(NC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1393,N#Cc1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_1394,CCc1ccc(C#N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.83,
cand_1395,Nc1cc2c(cc1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1396,NS(=O)(=O)c1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1397,O=C1CCC(N2Cc3cc(I)c(O)cc3C2=O)C(=O)N1,0.955,
cand_1398,N#Cc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1399,CCc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_1400,O=C1CCC(N2Cc3cc(O)c(O)cc3C2=O)C(=O)N1,0.97,
cand_1401,COc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1402,CNc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1403,CNc1c(C#N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1404,Nc1cc(Br)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_1405,O=C1CCC(N2C(=O)c3ccc(Br)c(Br)c3C2=O)C(=O)N1,0.99,
cand_1406,NS(=O)(=O)c1cc(I)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1407,Nc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1408,CCc1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1409,Cc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1410,N#Cc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1411,CCc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1412,CNc1c(C(=O)O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1413,N#Cc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1414,CCc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2,0.78,
cand_1415,Cc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1416,N#Cc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1417,CCc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.825,
cand_1418,COc1cc(C)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.935,
cand_1419,CN(C)c1ccc(-c2ccc(N3CCNCC3)cc2)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1420,CCc1ccc2c(c1N)CN(C1CCC(=O)NC1=O)C2=O,0.875,
cand_1421,Cc1c([N+](=O)[O-])ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1422,Nc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.995,
cand_1423,Nc1cc(I)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_1424,O=C1CCC(N2Cc3c(ccc(Cl)c3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.995,
cand_1425,COc1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1426,CCc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1427,O=C1CCC(N2Cc3cc(I)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.865,
cand_1428,N#Cc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_1429,CCc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_1430,O=C1CCC(N2C(=O)c3ccc(I)c(O)c3C2=O)C(=O)N1,0.92,
cand_1431,O=C1CCC(N2Cc3cc(O)c(C(=O)O)cc3C2=O)C(=O)N1,0.98,
cand_1432,O=C1CCC(N2Cc3cc(F)cc(C(=O)O)c3C2=O)C(=O)N1,0.93,
cand_1433,CCc1ccc(CC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.86,
cand_1434,N#Cc1c(F)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1435,CCc1ccc2c(c1Br)CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_1436,NC(=O)c1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1437,Cc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_1438,CCc1cc2c(cc1NC)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1439,COc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1440,COc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1441,Cc1ccc2c(c1F)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1442,N#Cc1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1443,COc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_1444,Cc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1445,CN(C)c1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_1446,O=C1CCC(N2C(=O)c3c(I)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.855,
cand_1447,Cc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_1448,Cc1cc2c(c([N+](=O)[O-])c1)CN(C1CCC(=O)NC1=O)C2=O,0.855,
cand_1449,CNc1c(S(N)(=O)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1450,O=C1CCC(N2Cc3c([N+](=O)[O-])ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.89,
cand_1451,Nc1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.835,
cand_1452,CNc1cc(NC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1453,NC(=O)c1cc(I)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.865,
cand_1454,COc1c(C#N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_1455,CCc1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_1456,CCc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1457,O=C1CCC(N2C(=O)c3ccc(-c4ccc(N5CCNCC5)cc4)c(C(=O)O)c3C2=O)C(=O)N1,0.99,
cand_1458,NC(=O)c1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_1459,CCc1cc2c(cc1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_1460,CCc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_1461,CNc1cc(NC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_1462,NS(=O)(=O)c1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1463,O=C1CCC(N2Cc3c([N+](=O)[O-])ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.83,
cand_1464,O=C1CCC(N2Cc3c(ccc(Br)c3F)C2=O)C(=O)N1,0.995,
cand_1465,O=C1CCC(N2C(=O)c3cc(F)cc(O)c3C2=O)C(=O)N1,0.96,
cand_1466,NS(=O)(=O)c1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_1467,Cc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,
cand_1468,O=C1CCC(N2Cc3c(O)cc(O)cc3C2=O)C(=O)N1,0.94,
cand_1469,COc1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1470,NC(=O)c1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_1471,CNc1cc(C)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1472,Cc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1473,NS(=O)(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_1474,O=C1CCC(N2Cc3c(I)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.9,
cand_1475,CCc1cc2c(cc1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_1476,NC(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_1477,CCc1ccc2c(c1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.87,
cand_1478,CCc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1479,O=C1CCC(N2C(=O)c3cc(I)cc(I)c3C2=O)C(=O)N1,0.96,
cand_1480,Nc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1481,Cc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_1482,O=C1CCC(N2Cc3c(cc(O)cc3[N+](=O)[O-])C2=O)C(=O)N1,0.87,
cand_1483,Cc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_1484,CCc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_1485,CCc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.82,
cand_1486,CN(C)c1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_1487,NC(=O)c1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.87,
cand_1488,CN(C)c1c(C#N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_1489,COc1cc2c(cc1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_1490,O=C1CCC(N2Cc3c(C(F)(F)F)ccc(C(=O)O)c3C2=O)C(=O)N1,0.9,
cand_1491,N#Cc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
